order_id,delivery_time,first_name,last_name,order_details
2015-000350,18:11:28,Graham,Craig,small spicy_ital;large classic_dlx;medium pepperoni;medium pepperoni
2015-000351,17:59:16,Zachary,Boone,medium hawaiian;small big_meat
2015-000352,18:27:44,Brody,Morse,large ital_cpcllo;small big_meat
2015-000353,18:32:18,Camille,Herman,small prsc_argla;large bbq_ckn;large cali_ckn
2015-000354,18:38:09,Jasiah,Townsend,large veggie_veg;small green_garden
2015-000355,18:41:38,River,Wiggins,medium ital_supr;medium ckn_alfredo
2015-000356,18:57:54,Ares,Thomas,medium ckn_alfredo
2015-000357,19:19:12,Liliana,Corona,small spinach_fet;large cali_ckn;small southw_ckn
2015-000358,19:02:03,Rory,Callahan,medium ital_supr
2015-000359,19:10:20,Alma,Morales,large thai_ckn;medium green_garden
2015-000360,19:42:16,Solomon,Holmes,small green_garden;small hawaiian;large bbq_ckn
2015-000361,19:57:10,Bowen,Wilkinson,small big_meat;small ital_cpcllo;small big_meat
2015-000362,20:04:59,Evelyn,Day,large mexicana;medium bbq_ckn
2015-000363,19:58:28,Nash,Mitchell,large mexicana;large mediterraneo
2015-000364,20:04:19,Malakai,Mason,x-large the_greek;medium ital_supr
2015-000365,20:11:51,Kennedy,Aguilar,medium four_cheese;large mediterraneo;medium pepperoni
2015-000366,20:52:22,Andre,Drake,large ital_cpcllo
2015-000367,20:34:12,Charlie,Reyes,large hawaiian;medium spinach_fet
2015-000368,21:08:25,Garrett,Owens,medium spin_pesto;large thai_ckn
2015-000369,21:07:46,Xavier,Villanueva,medium spinach_fet
2015-000370,21:56:15,Amiyah,Patterson,small hawaiian;large four_cheese
2015-000371,21:49:04,Messiah,Yates,medium pepperoni
2015-000372,22:54:24,Juan,Chambers,small spinach_fet
2015-000373,12:24:55,Antonella,Larsen,small ckn_pesto;large sicilian;medium classic_dlx
2015-000374,12:33:42,Dahlia,Mills,small peppr_salami;medium ckn_alfredo;small big_meat
2015-000375,12:30:43,Gianni,Simmons,medium mexicana
2015-000376,12:40:12,Gianni,Dorsey,large veggie_veg;x-large the_greek
2015-000377,12:39:22,Gabriel,Hill,large thai_ckn;medium hawaiian
2015-000378,12:52:52,Mary,Becker,small ital_veggie
2015-000379,13:07:07,Tobias,Mckinney,large thai_ckn
2015-000380,13:07:50,Titus,Peck,medium cali_ckn;medium calabrese
2015-000381,12:58:15,Elisa,Barrera,medium southw_ckn
2015-000382,12:52:33,Maggie,Boyd,small thai_ckn;medium veggie_veg
2015-000383,13:17:55,Finley,Mcdowell,medium spicy_ital
2015-000384,13:39:56,Landon,Brooks,small hawaiian;small the_greek;medium ital_cpcllo;medium mediterraneo
2015-000385,13:38:11,Adriel,Kirk,large veggie_veg
2015-000386,13:44:46,Bradley,Berger,small ital_veggie;medium soppressata;medium thai_ckn
2015-000387,13:48:06,Brandon,Rose,small pepperoni;medium ckn_pesto;large five_cheese;large spicy_ital;small spinach_fet;small bbq_ckn;small big_meat
2015-000388,13:45:08,Emanuel,Thompson,medium ckn_alfredo;small veggie_veg;medium mediterraneo;small bbq_ckn
2015-000389,13:37:44,Kate,Dunn,large spin_pesto
2015-000390,13:54:58,Faith,Le,large pep_msh_pep
2015-000391,14:14:41,Emanuel,Guerra,medium the_greek
2015-000392,13:51:00,Sara,Arias,small pepperoni;large prsc_argla;large cali_ckn;large sicilian;large soppressata;large spicy_ital;small calabrese;small big_meat;small pepperoni
2015-000393,14:21:02,Ariel,Rubio,large hawaiian;small green_garden
2015-000394,14:48:01,Jonathan,Quinn,small veggie_veg;small hawaiian;large thai_ckn;small ckn_pesto;large spicy_ital;small big_meat;large sicilian;medium pepperoni;large hawaiian;large pep_msh_pep;small pepperoni;small spin_pesto;medium pepperoni;medium pepperoni
2015-000395,14:52:50,Leah,Shepard,medium napolitana
2015-000396,14:55:52,Elaine,Gillespie,small spinach_fet
2015-000397,15:12:22,Alexis,Fernandez,medium pepperoni;large five_cheese;large hawaiian;large five_cheese
2015-000398,15:38:12,Sage,Hancock,small pepperoni
2015-000399,16:25:55,Vera,Knight,medium the_greek;medium bbq_ckn;medium four_cheese;large cali_ckn
2015-000400,16:34:41,Hallie,Franco,large thai_ckn;medium pepperoni
2015-000401,16:37:59,Lexi,Castaneda,medium veggie_veg
2015-000402,17:03:01,Regina,Bush,large four_cheese;medium ital_supr
2015-000403,17:01:13,Harper,Todd,small prsc_argla;large classic_dlx;small bbq_ckn
2015-000404,17:11:09,Kimberly,Buck,large ckn_pesto
2015-000405,17:25:11,Selah,Hardy,large sicilian
2015-000406,17:29:53,Arya,Booth,medium classic_dlx;small ital_veggie;medium ckn_alfredo
2015-000407,17:44:56,Sophia,Daniel,medium cali_ckn;medium pepperoni;large classic_dlx
2015-000408,17:39:18,Zyaire,Mckinney,small brie_carre;medium peppr_salami
2015-000409,17:49:26,Kashton,Chavez,large pepperoni
2015-000410,18:11:17,Adam,Cuevas,medium mediterraneo;small big_meat;small big_meat;x-large the_greek
2015-000411,18:26:18,Ezekiel,Hall,medium ital_supr;large southw_ckn
2015-000412,18:43:46,Malia,Davila,medium spinach_supr;small brie_carre
2015-000413,18:44:34,Gemma,Rodgers,small the_greek
2015-000414,18:36:20,Aitana,Enriquez,medium ital_supr;large five_cheese;small classic_dlx
2015-000415,18:52:23,Alijah,Stevenson,small cali_ckn
2015-000416,18:51:57,Lane,Bush,large spinach_fet
2015-000417,19:10:35,Kimberly,Cisneros,small pepperoni
2015-000418,19:13:57,Anastasia,Sawyer,medium sicilian;medium ckn_pesto
2015-000419,19:44:25,Jaxton,Chen,large bbq_ckn;small veggie_veg;medium ital_veggie;large hawaiian
2015-000420,19:43:40,Amari,Mullins,small pep_msh_pep;large five_cheese
2015-000421,19:51:18,Jason,Leach,small ckn_pesto;large bbq_ckn;large calabrese
2015-000422,20:11:02,Alice,Hendricks,medium spinach_fet;large four_cheese;medium ital_supr
2015-000423,20:22:22,Erik,Weeks,large ital_supr;small sicilian
2015-000424,20:40:37,Dawson,Macias,medium pepperoni
2015-000425,21:03:55,Prince,Foley,medium soppressata
2015-000426,21:04:33,Willa,Chapman,medium classic_dlx;medium soppressata;small sicilian
2015-000427,22:38:06,Ryan,Wood,large spinach_fet
2015-000428,22:43:48,Maggie,Humphrey,large calabrese;small ital_cpcllo
2015-000429,22:46:06,George,Olson,medium spicy_ital
2015-000430,23:29:24,Uriel,Ayers,medium green_garden;small sicilian
2015-000431,11:46:39,Camille,Rubio,small ckn_alfredo;large four_cheese;large hawaiian;small big_meat
2015-000432,12:03:41,Connor,Gomez,large thai_ckn;small ital_cpcllo;small veggie_veg
2015-000433,12:22:09,Emerson,Pope,large spicy_ital
2015-000434,12:27:01,Kinsley,Schultz,large spicy_ital;large veggie_veg;medium napolitana
2015-000435,12:39:54,Otto,Cole,medium pep_msh_pep;small spinach_supr;medium classic_dlx
2015-000436,12:56:36,Ricardo,Shah,large classic_dlx;medium ital_supr;small peppr_salami;small pep_msh_pep
2015-000437,12:57:21,Kyler,Calhoun,medium bbq_ckn
2015-000438,12:51:42,Graham,Lamb,medium veggie_veg
2015-000439,12:42:12,Otto,Hurst,medium ckn_alfredo;small the_greek;medium pepperoni
2015-000440,12:54:43,Elsie,Cain,large hawaiian;large four_cheese;medium veggie_veg;medium green_garden;medium calabrese;medium ckn_alfredo;small spinach_fet;large five_cheese;large pepperoni;medium four_cheese;large thai_ckn;large spicy_ital;large green_garden;large ital_veggie
2015-000441,12:58:22,Miracle,Casey,large spicy_ital;large thai_ckn
2015-000442,13:05:51,Ruben,Morrow,large peppr_salami
2015-000443,13:13:32,Andrew,Bishop,small spicy_ital;medium ital_veggie;medium spinach_supr;medium thai_ckn;medium sicilian;large mexicana;medium ital_cpcllo;large spicy_ital;medium cali_ckn;large pepperoni;large four_cheese;medium southw_ckn;medium cali_ckn;large sicilian;small big_meat
2015-000444,13:11:28,Savannah,Silva,medium four_cheese
2015-000445,13:26:38,Madilyn,Higgins,large hawaiian
2015-000446,13:45:52,Briella,Hoover,medium ital_veggie;large sicilian;small big_meat
2015-000447,13:41:52,Lola,Molina,large five_cheese
2015-000448,13:38:42,Maddox,Mcdowell,medium sicilian;small hawaiian;medium pep_msh_pep
2015-000449,13:44:31,Elle,Park,large thai_ckn
2015-000450,14:00:19,Hendrix,Fleming,small big_meat
2015-000451,13:59:38,Brooks,Mcintosh,medium ital_cpcllo;large five_cheese;large southw_ckn
2015-000452,14:12:03,Silas,Phillips,medium bbq_ckn;small big_meat;medium sicilian
2015-000453,14:14:48,Adonis,Flynn,small cali_ckn;large four_cheese;medium sicilian;large thai_ckn
2015-000454,14:06:49,Warren,Pham,medium spicy_ital
2015-000455,14:22:34,Tyler,Spencer,large ital_supr
2015-000456,14:21:19,Sebastian,Pratt,large spinach_fet
2015-000457,14:26:44,Reagan,Torres,large cali_ckn;medium classic_dlx;medium ckn_alfredo
2015-000458,14:29:40,Isla,Barajas,small the_greek;medium spinach_supr;medium prsc_argla
2015-000459,14:50:59,Dylan,Eaton,large spicy_ital
2015-000460,15:10:32,Carlos,Richard,medium ital_supr;small green_garden
2015-000461,15:00:02,Eloise,Grant,small hawaiian;medium cali_ckn
2015-000462,15:11:03,Natalie,Vasquez,small spinach_fet
2015-000463,15:20:04,Blair,York,large bbq_ckn;medium prsc_argla
2015-000464,15:31:54,Nylah,Dominguez,medium calabrese;large bbq_ckn
2015-000465,15:24:18,Daxton,Gibson,small napolitana
2015-000466,16:00:47,Greyson,Skinner,x-large the_greek;large spinach_fet
2015-000467,15:57:37,Nova,Cameron,small prsc_argla
2015-000468,16:05:18,Makenna,Blackwell,large pepperoni;large four_cheese
2015-000469,16:09:05,Walter,Solomon,medium bbq_ckn;small sicilian
2015-000470,16:25:10,Mckenzie,Melton,small veggie_veg
2015-000471,17:08:18,Nyla,Dejesus,small ital_veggie
2015-000472,17:14:03,Leia,Lee,medium ital_veggie;large ital_veggie
2015-000473,17:21:21,Miriam,Bowman,medium southw_ckn;large hawaiian;medium prsc_argla
2015-000474,17:21:49,Helen,Mccall,small pepperoni;small green_garden
2015-000475,17:53:00,Cooper,Pennington,small big_meat;large thai_ckn
2015-000476,18:09:45,Jay,Zavala,medium pepperoni;large prsc_argla;medium veggie_veg
2015-000477,18:04:32,Arielle,Peck,medium mexicana;medium green_garden
2015-000478,18:21:20,Winston,Atkins,medium calabrese;medium ckn_alfredo
2015-000479,18:22:43,Nyla,Copeland,large ital_cpcllo;large ital_cpcllo;large five_cheese
2015-000480,18:11:20,Lincoln,Stanley,medium pepperoni
2015-000481,18:14:23,Cecilia,Webb,small pepperoni;small spinach_fet
2015-000482,18:39:09,Molly,Heath,large green_garden;small spicy_ital;medium ital_supr
2015-000483,18:20:16,Travis,Meyer,large bbq_ckn;medium spicy_ital;small napolitana;small pep_msh_pep
2015-000484,18:43:50,Celeste,Rosales,large four_cheese;large mexicana
2015-000485,18:47:08,George,Lucas,medium cali_ckn
2015-000486,19:15:30,Cataleya,Berg,small spinach_supr
2015-000487,18:49:09,Atticus,Macias,small hawaiian;large sicilian;large spinach_fet
2015-000488,19:18:08,Daphne,Sweeney,medium veggie_veg
2015-000489,19:31:26,Peter,Clark,large peppr_salami
2015-000490,19:39:07,Elliott,Orozco,medium napolitana;small big_meat;medium classic_dlx
2015-000491,19:45:04,Juan,Sawyer,large pepperoni;large peppr_salami;small napolitana;medium prsc_argla
2015-000492,19:34:21,Noa,Ibarra,medium spinach_fet;medium sicilian;large ckn_pesto
2015-000493,20:25:27,Greyson,Melendez,large ital_supr
2015-000494,20:04:22,Nicolas,Molina,large five_cheese;large four_cheese;large mexicana;large southw_ckn
2015-000495,20:13:04,Danna,Gardner,medium ital_supr;large sicilian
2015-000496,20:24:00,Lucille,Merritt,large hawaiian;small soppressata
2015-000497,20:43:00,Brynlee,Larsen,small veggie_veg
2015-000498,20:43:57,Paisley,Chen,medium ital_supr
2015-000499,21:53:52,Daniella,Torres,medium mexicana;medium pep_msh_pep;large four_cheese;small calabrese
2015-000500,22:36:55,Ryan,Morrison,medium mediterraneo
2015-000501,22:36:24,Emmanuel,Pratt,small hawaiian;small cali_ckn;large southw_ckn
2015-000502,22:55:33,Stella,Weber,medium ital_veggie
2015-000503,11:59:19,Rosalie,Frost,large pepperoni;medium sicilian
2015-000504,12:25:32,Jaxon,Campbell,large the_greek
2015-000505,12:45:38,Lane,Reyes,x-large the_greek;medium pepperoni
2015-000506,12:38:27,Seth,Patton,medium spinach_fet
2015-000507,12:33:21,Gwendolyn,Webster,small ckn_pesto
2015-000508,12:54:58,Cohen,Mendoza,small cali_ckn;medium pepperoni;medium cali_ckn
2015-000509,12:54:26,Kevin,Navarro,large spicy_ital
2015-000510,12:52:55,Luke,Dillon,small classic_dlx;medium classic_dlx;large ital_supr;large spicy_ital
2015-000511,12:48:57,Genevieve,Little,large five_cheese
2015-000512,12:51:31,Scarlett,Stout,medium ital_veggie
2015-000513,13:00:42,Brooklyn,Burns,large pepperoni;medium ital_veggie;large four_cheese;large thai_ckn
2015-000514,13:12:03,Sophia,Howell,small classic_dlx
2015-000515,13:43:04,Otto,Fisher,large mediterraneo;large ckn_pesto
2015-000516,13:41:03,Zachary,Ware,large veggie_veg;large napolitana
2015-000517,13:28:15,Estella,Richards,medium mexicana
2015-000518,13:52:52,River,Hickman,small big_meat;small sicilian;large prsc_argla
2015-000519,13:56:19,Eliana,Dejesus,small prsc_argla
2015-000520,14:09:42,Lainey,Price,large spin_pesto
2015-000521,14:31:23,Brielle,Mcdowell,small thai_ckn
2015-000522,14:46:33,Jimena,Sullivan,small bbq_ckn;small green_garden;medium the_greek;large five_cheese;large the_greek;medium ital_cpcllo;large four_cheese;small big_meat;medium ital_cpcllo;small classic_dlx;large ital_veggie;large four_cheese;large sicilian
2015-000523,15:29:19,Ariyah,Galvan,medium prsc_argla
2015-000524,15:29:35,Emely,Skinner,medium thai_ckn;small sicilian
2015-000525,15:42:02,Kade,Huang,large pepperoni
2015-000526,15:42:16,Harrison,Mcclain,large cali_ckn;large five_cheese
2015-000527,15:59:11,Alessia,Stafford,large southw_ckn;large four_cheese
2015-000528,16:06:56,Mariah,Ali,medium ital_cpcllo
2015-000529,16:08:49,Salem,Greer,medium cali_ckn;small hawaiian;medium calabrese;medium cali_ckn
2015-000530,16:22:25,Molly,Lindsey,medium ital_supr;large classic_dlx
2015-000531,16:37:33,David,Peck,medium peppr_salami;medium peppr_salami
2015-000532,16:57:28,Everly,Daniel,small soppressata;large peppr_salami
2015-000533,17:04:48,Milani,Fisher,large five_cheese;large spicy_ital;x-large the_greek
2015-000534,17:32:59,Chloe,Casey,large prsc_argla;large southw_ckn
2015-000535,17:49:50,Olivia,Moody,medium classic_dlx
2015-000536,17:48:29,Khalil,Hart,small brie_carre;large peppr_salami
2015-000537,17:59:55,Daisy,Bruce,small classic_dlx;small hawaiian;large ital_supr
2015-000538,18:25:40,Ariana,Hines,large spinach_supr
2015-000539,18:26:41,Juliette,Santiago,medium spinach_fet;large ital_veggie;large five_cheese
2015-000540,18:33:05,Barrett,Melendez,large spinach_supr
2015-000541,18:48:49,Amora,Doyle,small big_meat
2015-000542,18:55:13,Autumn,Ortega,large bbq_ckn;medium prsc_argla
2015-000543,18:57:25,Mateo,Klein,medium mediterraneo;medium classic_dlx;large ckn_pesto
2015-000544,19:08:56,Brayden,Gibson,medium napolitana;medium sicilian
2015-000545,19:20:29,Sergio,Roman,large pepperoni;large soppressata;large peppr_salami;small pepperoni
2015-000546,19:17:33,Allison,French,small green_garden
2015-000547,19:14:26,Dakota,Russo,small big_meat
2015-000548,19:45:31,Kason,Luna,large hawaiian
2015-000549,19:48:46,Jett,Bartlett,small big_meat;large thai_ckn
2015-000550,19:55:27,Lila,Leonard,medium the_greek;medium spinach_fet
2015-000551,19:54:40,Jesse,Everett,large thai_ckn;medium the_greek;medium soppressata;large four_cheese
2015-000552,20:01:30,Ricardo,Norman,large ital_supr;medium ckn_alfredo;small green_garden
2015-000553,20:44:47,Tessa,Green,large mexicana
2015-000554,20:49:01,Asher,Miranda,small green_garden;medium ckn_alfredo
2015-000555,20:57:36,Garrett,Blair,small bbq_ckn;small hawaiian
2015-000556,21:05:21,Sawyer,Schaefer,large four_cheese;x-large the_greek
2015-000557,21:02:23,Millie,Williams,small spicy_ital;small sicilian
2015-000558,21:09:07,Phoenix,Reynolds,medium hawaiian
2015-000559,21:54:56,Palmer,Orr,small classic_dlx
2015-000560,21:56:06,Serena,Buckley,medium green_garden;medium spicy_ital
2015-000561,22:21:01,Nylah,Bell,small spinach_supr
2015-000562,22:34:33,Cohen,Lam,medium ckn_alfredo
2015-000563,22:54:57,Lukas,Russell,small veggie_veg;large mexicana
2015-000564,23:11:17,Sage,Miles,large spinach_supr;small mediterraneo;medium pepperoni
2015-000565,12:54:22,Talia,Riley,small ital_veggie
2015-000566,13:09:02,Ruth,Hess,large spinach_supr
2015-000567,12:59:50,Angelo,French,large five_cheese;large five_cheese;large bbq_ckn;medium spinach_supr;medium sicilian;medium pepperoni;medium four_cheese;large spicy_ital;small sicilian;small thai_ckn;large soppressata
2015-000568,13:08:55,Zaiden,Bush,large mexicana
2015-000569,13:24:30,Emory,Nava,small classic_dlx;small bbq_ckn;medium ckn_alfredo
2015-000570,13:45:40,Milo,Ferguson,medium green_garden;large southw_ckn
2015-000571,13:51:13,Wade,Armstrong,small big_meat
2015-000572,13:41:08,Veronica,Weiss,medium southw_ckn
2015-000573,14:19:33,Frank,Kline,large five_cheese;medium classic_dlx
2015-000574,14:14:24,Daphne,Davila,medium ital_veggie
2015-000575,14:12:35,Xander,Zuniga,large pepperoni;medium spinach_fet;large napolitana;large classic_dlx
2015-000576,14:16:54,Annie,Wilcox,small spinach_fet;medium ckn_alfredo;small big_meat
2015-000577,14:26:06,Jesus,Rosas,large veggie_veg;medium spinach_fet
2015-000578,14:11:40,Kalani,Perez,medium calabrese;x-large the_greek;small bbq_ckn;large pepperoni;medium peppr_salami
2015-000579,14:26:20,Emilio,Fleming,small green_garden
2015-000580,14:26:55,Leighton,Quintero,medium southw_ckn;medium hawaiian
2015-000581,14:44:17,Peyton,Fox,large mexicana
2015-000582,15:05:33,Sebastian,Hendricks,large mediterraneo
2015-000583,15:13:46,Fatima,Blake,large ital_supr
2015-000584,15:42:44,Emiliano,Rowe,small soppressata;small sicilian
2015-000585,16:40:27,Bianca,Hines,large mexicana;small brie_carre
2015-000586,16:43:44,Meadow,Pacheco,medium southw_ckn;medium ital_cpcllo
2015-000587,16:56:26,Isaias,Stephenson,large peppr_salami;small peppr_salami
2015-000588,17:19:40,Mylah,Lambert,small cali_ckn
2015-000589,17:49:02,Marco,Li,small ital_supr;medium mediterraneo;small veggie_veg
2015-000590,17:59:05,Margaret,Sherman,large five_cheese
2015-000591,18:12:00,Malcolm,Washington,large four_cheese;small southw_ckn;large spin_pesto
2015-000592,18:25:16,Zoey,Kline,large thai_ckn;small ital_veggie;medium pep_msh_pep
2015-000593,18:29:55,Hugo,Richard,large spicy_ital;large cali_ckn
2015-000594,18:34:48,Lainey,Singh,large calabrese
2015-000595,18:50:47,Liam,Kirby,large classic_dlx;medium prsc_argla
2015-000596,18:58:35,Josie,Nguyen,small pep_msh_pep;small soppressata
2015-000597,19:08:30,Omar,Boyd,medium prsc_argla;medium spicy_ital;large cali_ckn
2015-000598,19:17:59,Aurelia,Arnold,large prsc_argla
2015-000599,19:06:30,Quinn,Todd,large peppr_salami
2015-000600,19:25:11,Marley,Hamilton,large four_cheese;medium mediterraneo;small classic_dlx;medium mexicana
2015-000601,19:38:30,Ava,Smith,small classic_dlx;large bbq_ckn;medium spin_pesto
2015-000602,19:44:44,Emilio,Miller,large peppr_salami
2015-000603,19:29:20,Laura,Barrera,medium mexicana
2015-000604,19:56:58,Audrey,Bradford,small soppressata;medium spinach_supr
2015-000605,20:01:55,Ximena,Barry,x-large the_greek;medium pepperoni
2015-000606,20:04:01,Autumn,Hurst,large pepperoni
2015-000607,20:22:01,Salem,Cummings,large spinach_supr;medium ital_supr;medium bbq_ckn
2015-000608,20:24:54,Julius,Flowers,large hawaiian;small thai_ckn;medium pepperoni;large thai_ckn
2015-000609,20:09:30,Astrid,Lin,large four_cheese
2015-000610,20:36:06,Oscar,Morris,large pepperoni;small big_meat
2015-000611,20:31:44,Leighton,Wade,medium southw_ckn;small mexicana;large five_cheese;x-large the_greek
2015-000612,20:37:10,Harrison,Morales,small big_meat;large ital_supr;small soppressata;large mexicana
2015-000613,20:52:06,Ibrahim,Colon,small napolitana
2015-000614,20:51:28,Baylor,Burton,large peppr_salami
2015-000615,20:41:48,Eloise,Dillon,medium pep_msh_pep;large cali_ckn
2015-000616,20:54:37,Adaline,Skinner,large prsc_argla;medium veggie_veg
2015-000617,21:16:12,Reese,Richardson,medium southw_ckn;large ckn_pesto
2015-000618,21:10:26,Ezra,Hoffman,medium prsc_argla;medium spin_pesto
2015-000619,21:14:07,Ximena,Ford,large ital_cpcllo
2015-000620,21:19:09,Chance,Sellers,medium cali_ckn;large bbq_ckn;medium peppr_salami;small the_greek
2015-000621,21:34:53,June,Ellison,medium calabrese;large four_cheese;large mexicana;large spicy_ital
2015-000622,21:38:06,Tessa,Gaines,medium ital_supr;large spicy_ital
2015-000623,21:53:04,Blakely,Lopez,large hawaiian;large cali_ckn
2015-000624,22:00:46,Valerie,Harper,medium cali_ckn;medium veggie_veg
2015-000625,22:32:33,Rebecca,Stephens,medium spinach_supr;large spinach_fet
2015-000626,22:45:15,Abigail,Pennington,medium classic_dlx;medium four_cheese
2015-000627,22:50:24,Jude,Mckinney,large the_greek;medium the_greek
2015-000628,23:22:37,Maddison,Dunn,small veggie_veg;small the_greek;large classic_dlx;small ital_veggie
2015-000629,23:33:37,Leonardo,Howard,medium pep_msh_pep;medium calabrese;large five_cheese;large spin_pesto
2015-000630,12:16:55,Jayla,Mitchell,small sicilian
2015-000631,12:32:49,Sylvie,Monroe,large pepperoni
2015-000632,12:30:10,Hailey,Walls,small classic_dlx
2015-000633,12:18:08,Ana,Orozco,large peppr_salami;large pepperoni;large mediterraneo
2015-000634,12:55:13,Jonah,Norris,large pepperoni
2015-000635,12:46:35,Zoey,Monroe,large mexicana;small cali_ckn;small cali_ckn;small pepperoni;small sicilian;small spinach_fet;medium pepperoni;large calabrese;small peppr_salami;small hawaiian;large spinach_fet
2015-000636,13:02:29,Marco,Salazar,medium classic_dlx
2015-000637,13:22:39,Noa,Jensen,medium veggie_veg;large the_greek
2015-000638,13:27:50,Timothy,Fitzgerald,large mexicana
2015-000639,14:01:07,Hayden,Holt,medium pep_msh_pep
2015-000640,14:14:59,Daxton,Dunn,large ckn_pesto;small napolitana;small cali_ckn
2015-000641,14:17:49,Thea,Obrien,large southw_ckn;medium pepperoni;small spinach_fet;medium spin_pesto
2015-000642,14:13:17,Jaxton,Bush,large ital_supr;medium calabrese;large soppressata;large cali_ckn
2015-000643,14:22:09,Adonis,Mayer,medium spinach_fet
2015-000644,14:27:16,Haven,Schmidt,large ital_supr;medium peppr_salami
2015-000645,14:41:16,Ana,Roberts,small big_meat;medium bbq_ckn
2015-000646,14:37:23,Gavin,Booth,large thai_ckn;small hawaiian
2015-000647,14:44:46,Raegan,Watts,small hawaiian
2015-000648,14:56:00,Felix,Golden,large four_cheese;medium pepperoni
2015-000649,15:02:28,Zariah,Walker,small sicilian;medium pepperoni;medium peppr_salami;small cali_ckn
2015-000650,15:12:22,Oakley,Underwood,medium pepperoni
2015-000651,15:23:02,Saige,Taylor,small bbq_ckn;medium calabrese;medium pepperoni
2015-000652,16:37:07,Everleigh,Baker,small prsc_argla;small ckn_pesto;medium ckn_alfredo;small big_meat
2015-000653,16:54:57,Aaron,Foley,small thai_ckn
2015-000654,17:15:33,Marcus,Hubbard,large mexicana;medium spin_pesto;large sicilian
2015-000655,17:20:06,Hayden,Walls,medium ital_supr
2015-000656,17:24:08,Reagan,Pope,large thai_ckn;large veggie_veg
2015-000657,17:30:34,Joshua,Humphrey,medium bbq_ckn;medium classic_dlx
2015-000658,17:31:24,Clayton,Walter,medium veggie_veg;small peppr_salami;medium napolitana
2015-000659,17:33:55,Camilla,Blake,medium ital_supr;large sicilian
2015-000660,17:51:10,Cole,Reid,small bbq_ckn;medium ital_supr
2015-000661,17:47:25,Colette,Wong,small napolitana
2015-000662,18:03:37,London,Roberts,small prsc_argla;large bbq_ckn
2015-000663,18:03:29,Eloise,Castaneda,large four_cheese
2015-000664,18:05:15,Jasmine,Delacruz,large pepperoni;medium calabrese;large ital_supr
2015-000665,18:08:00,Nicolas,Mitchell,small mediterraneo;medium bbq_ckn
2015-000666,18:15:25,Jude,Stephenson,large hawaiian
2015-000667,18:42:56,Marcus,Mills,small pepperoni;small big_meat
2015-000668,18:42:57,Clara,Stevens,medium ital_supr;medium spicy_ital;large peppr_salami;large mexicana
2015-000669,19:30:07,Sienna,Bridges,large ital_cpcllo;large mexicana
2015-000670,19:15:55,Ryleigh,Morgan,medium soppressata;small ital_cpcllo
2015-000671,20:03:40,Hugo,Hurst,small ckn_pesto
2015-000672,20:00:35,Maryam,Vang,medium green_garden;large spicy_ital
2015-000673,20:00:01,Johnny,Rose,large soppressata;medium thai_ckn
2015-000674,20:06:48,Titus,Cannon,medium ckn_pesto;large mexicana;medium spinach_fet;small prsc_argla
2015-000675,20:08:26,Wren,Avila,large napolitana
2015-000676,20:24:16,Erick,Mcintosh,medium veggie_veg;large mexicana
2015-000677,20:26:42,Anastasia,Leblanc,large peppr_salami
2015-000678,20:36:36,Alessia,Brown,medium spicy_ital;medium spicy_ital;medium napolitana;small mexicana
2015-000679,21:06:59,Makayla,Munoz,large ital_supr;medium four_cheese;small brie_carre;large mediterraneo
2015-000680,21:30:20,Garrett,Lawson,small ckn_pesto;medium sicilian
2015-000681,22:07:09,Jorge,Small,large peppr_salami
2015-000682,12:03:17,Mylah,Shelton,large ital_supr
2015-000683,12:23:41,Daisy,Trejo,large ckn_pesto;small ital_veggie;medium peppr_salami
2015-000684,12:34:09,Sergio,Barker,large four_cheese
2015-000685,12:41:57,Jaylen,Shannon,large soppressata
2015-000686,12:46:58,Francis,Norris,small big_meat
2015-000687,13:03:15,Kingston,Becker,medium ital_veggie
2015-000688,12:51:15,Sophia,Simon,medium spinach_supr;large spicy_ital
2015-000689,13:13:08,Jude,Hurley,large thai_ckn;medium thai_ckn
2015-000690,13:13:21,Lyra,Harding,medium pepperoni
2015-000691,13:23:49,Chase,Harrison,large bbq_ckn
2015-000692,13:36:22,Josiah,Nielsen,medium ital_veggie;medium cali_ckn
2015-000693,13:46:23,Jay,Mckee,small big_meat;small ital_cpcllo;large bbq_ckn;medium green_garden
2015-000694,14:19:18,Zyaire,Bender,medium pep_msh_pep;large pepperoni;large ital_veggie
2015-000695,14:12:00,Phoenix,Small,small southw_ckn
2015-000696,14:22:45,Troy,Bartlett,small spicy_ital;medium prsc_argla
2015-000697,14:52:00,King,White,small spin_pesto;medium classic_dlx
2015-000698,14:44:08,Raiden,Gallegos,large thai_ckn;large pep_msh_pep;small big_meat
2015-000699,15:10:42,Makenna,Beard,small pepperoni
2015-000700,15:15:44,Jameson,Glass,small brie_carre;small sicilian;large ital_cpcllo;small ckn_pesto;small peppr_salami
2015-000701,15:14:49,Sawyer,Ballard,small prsc_argla;small hawaiian
2015-000702,15:26:33,Paisley,Khan,small bbq_ckn;small sicilian
2015-000703,15:44:33,Elliot,Dixon,small peppr_salami
2015-000704,15:57:47,Ivan,Pacheco,medium calabrese;large mediterraneo
2015-000705,16:06:28,Vanessa,Palacios,small green_garden;medium southw_ckn;medium ital_supr
2015-000706,16:13:14,Saint,Pratt,small cali_ckn;large napolitana
2015-000707,16:21:50,Oakley,Choi,medium bbq_ckn;large southw_ckn;large peppr_salami
